  -0.03126,   0.10089,  -0.15439,   0.29165,  -0.24526,   0.00126,  -0.03761,   0.24719,   0.32396,   0.24225,  -0.20928,  -0.05291
  -0.24205,  -0.01801,   0.09861,  -0.12207,   0.09693,  -0.45050,  -0.48277,  -0.33809,  -0.02009,  -0.02721,   0.23869,   0.36367
   0.18457,   0.15677,  -0.30212,  -0.17068,  -0.06820,   0.13043,   0.07731,  -0.08973,  -0.34573,  -0.43069,   0.13135,   0.10167
  -0.24116,  -0.25401,  -0.21398,  -0.06066,   0.09558,  -0.17319,   0.21637,  -0.09472,  -0.53743,  -0.16264,   0.12313,  -0.22829
  -0.54541,  -0.00371,  -0.50659,  -0.49223,   0.24973,  -0.24501,  -0.14504,  -0.11434,   0.55343,  -0.36296,  -0.37438,  -0.34853
  -0.28464,  -0.41368,  -0.08370,  -0.18007,   0.20329,  -0.14722,  -0.09586,  -0.43400,  -0.57715,  -0.39479,   0.21230,  -0.18987
   0.15476,  -0.39397,   0.12661,   0.00577,   0.00516,   0.14294,   0.01000,  -0.03592,   0.13083,  -0.17839,  -0.32497,  -0.10650
   0.11069,  -0.24932,   0.02669,  -0.08906,   0.18594,   0.07112,  -0.29462,  -0.18505,  -0.42058,   0.15452,  -0.09641,  -0.25832
   0.09344,  -0.31944,   0.17497,   0.28572,  -0.00798,   0.13689,  -0.41483,  -0.36510,  -0.04846,  -0.19222,   0.05169,  -0.06840
   0.34640,   0.16949,  -0.25384,  -0.16053,  -0.10826,   0.02151,  -0.30868,   0.21304,  -0.51711,  -0.27144,   0.17730,   0.06981
   0.24618,  -0.30027,  -0.07265,   0.34034,  -0.22711,   0.10367,  -0.13011,  -0.03639,   0.24976,  -0.26841,  -0.32824,  -0.00854
   0.09977,  -0.29016,  -0.14525,  -0.24265,  -0.15234,   0.26401,  -0.07280,   0.02489,  -0.65467,   0.32877,  -0.10094,   0.20435
  -0.03520,  -0.29807,   0.05328,   0.00184,  -0.18830,  -0.08808,   0.33797,  -0.10661,   0.25975,   0.10318,  -0.07975,  -0.27226
  -0.06996,   0.01751,  -0.08767,  -0.07173,  -0.05672,   0.00786,  -0.46470,   0.15190,   0.38563,  -0.05448,  -0.14438,  -0.18870
  -0.45101,  -0.16668,  -0.18216,  -0.10170,  -0.10472,   0.22046,  -0.46980,  -0.50258,  -0.16998,  -0.14995,   0.40246,  -0.18720
